|resultCount|results
10|106|{'wrapperType': 'track', 'kind': 'song', 'artistId': 7420827, 'collectionId': 1440772612, 'trackId': 1440772708, 'artistName': 'Ludovico Einaudi', 'collectionName': 'In a Time Lapse', 'trackName': 'Walk', 'collectionCensoredName': 'In a Time Lapse', 'trackCensoredName': 'Walk', 'artistViewUrl': 'https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4', 'collectionViewUrl': 'https://music.apple.com/us/album/walk/1440772612?i=1440772708&uo=4', 'trackViewUrl': 'https://music.apple.com/us/album/walk/1440772612?i=1440772708&uo=4', 'previewUrl': 'https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/a6/5f/e4/a65fe467-8ffe-dc87-dd21-2e241a8dd5b7/mzaf_2986491527081939494.plus.aac.p.m4a', 'artworkUrl30': 'https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/13/fd/7b/13fd7bfd-125a-4493-dc85-96aef9c25562/12UMGIM65023.rgb.jpg/30x30bb.jpg', 'artworkUrl60': 'https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/13/fd/7b/13fd7bfd-125a-4493-dc85-96aef9c25562/12UMGIM65023.rgb.jpg/60x60bb.jpg', 'artworkUrl100': 'https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/13/fd/7b/13fd7bfd-125a-4493-dc85-96aef9c25562/12UMGIM65023.rgb.jpg/100x100bb.jpg', 'collectionPrice': 11.99, 'trackPrice': 1.29, 'releaseDate': '2013-01-01T12:00:00Z', 'collectionExplicitness': 'notExplicit', 'trackExplicitness': 'notExplicit', 'discCount': 1, 'discNumber': 1, 'trackCount': 19, 'trackNumber': 4, 'trackTimeMillis': 207711, 'country': 'USA', 'currency': 'USD', 'primaryGenreName': 'Classical Crossover', 'isStreamable': True}
11|106|{'wrapperType': 'track', 'kind': 'song', 'artistId': 7420827, 'collectionId': 1452504769, 'trackId': 1452505072, 'artistName': 'Ludovico Einaudi', 'collectionName': 'Divenire', 'trackName': 'Fly', 'collectionCensoredName': 'Divenire', 'trackCensoredName': 'Fly', 'artistViewUrl': 'https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4', 'collectionViewUrl': 'https://music.apple.com/us/album/fly/1452504769?i=1452505072&uo=4', 'trackViewUrl': 'https://music.apple.com/us/album/fly/1452504769?i=1452505072&uo=4', 'previewUrl': 'https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/dc/72/e9/dc72e926-99b2-a128-eed0-a253a967f5c7/mzaf_6591622147023925900.plus.aac.p.m4a', 'artworkUrl30': 'https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/2c/86/bc/2c86bcb8-2ff2-f0a1-f157-976f5c85159a/06UMGIM37884.rgb.jpg/30x30bb.jpg', 'artworkUrl60': 'https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/2c/86/bc/2c86bcb8-2ff2-f0a1-f157-976f5c85159a/06UMGIM37884.rgb.jpg/60x60bb.jpg', 'artworkUrl100': 'https://is1-ssl.mzstatic.com/image/thumb/Music115/v4/2c/86/bc/2c86bcb8-2ff2-f0a1-f157-976f5c85159a/06UMGIM37884.rgb.jpg/100x100bb.jpg', 'collectionPrice': 9.99, 'trackPrice': 1.29, 'releaseDate': '2006-01-01T12:00:00Z', 'collectionExplicitness': 'notExplicit', 'trackExplicitness': 'notExplicit', 'discCount': 1, 'discNumber': 1, 'trackCount': 12, 'trackNumber': 9, 'trackTimeMillis': 278933, 'country': 'USA', 'currency': 'USD', 'primaryGenreName': 'Classical', 'isStreamable': True}
12|106|{'wrapperType': 'track', 'kind': 'song', 'artistId': 7420827, 'collectionId': 1440772612, 'trackId': 1440772696, 'artistName': 'Ludovico Einaudi', 'collectionName': 'In a Time Lapse', 'trackName': 'Time Lapse', 'collectionCensoredName': 'In a Time Lapse', 'trackCensoredName': 'Time Lapse', 'artistViewUrl': 'https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4', 'collectionViewUrl': 'https://music.apple.com/us/album/time-lapse/1440772612?i=1440772696&uo=4', 'trackViewUrl': 'https://music.apple.com/us/album/time-lapse/1440772612?i=1440772696&uo=4', 'previewUrl': 'https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/73/a6/eb/73a6eb3f-a927-543e-f7e4-07fbcfb09576/mzaf_13708269537741330115.plus.aac.p.m4a', 'artworkUrl30': 'https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/13/fd/7b/13fd7bfd-125a-4493-dc85-96aef9c25562/12UMGIM65023.rgb.jpg/30x30bb.jpg', 'artworkUrl60': 'https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/13/fd/7b/13fd7bfd-125a-4493-dc85-96aef9c25562/12UMGIM65023.rgb.jpg/60x60bb.jpg', 'artworkUrl100': 'https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/13/fd/7b/13fd7bfd-125a-4493-dc85-96aef9c25562/12UMGIM65023.rgb.jpg/100x100bb.jpg', 'collectionPrice': 11.99, 'trackPrice': 1.29, 'releaseDate': '2013-01-01T12:00:00Z', 'collectionExplicitness': 'notExplicit', 'trackExplicitness': 'notExplicit', 'discCount': 1, 'discNumber': 1, 'trackCount': 19, 'trackNumber': 2, 'trackTimeMillis': 332000, 'country': 'USA', 'currency': 'USD', 'primaryGenreName': 'Classical Crossover', 'isStreamable': True}
13|106|{'wrapperType': 'track', 'kind': 'song', 'artistId': 7420827, 'collectionId': 1451626902, 'trackId': 1451627426, 'artistName': 'Ludovico Einaudi, Federico Mecozzi & Redi Hasa', 'collectionName': 'Seven Days Walking: Day 1', 'trackName': 'Day 1: Cold Wind Var. 1', 'collectionCensoredName': 'Seven Days Walking: Day 1', 'trackCensoredName': 'Day 1: Cold Wind Var. 1', 'collectionArtistName': 'Ludovico Einaudi', 'artistViewUrl': 'https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4', 'collectionViewUrl': 'https://music.apple.com/us/album/day-1-cold-wind-var-1/1451626902?i=1451627426&uo=4', 'trackViewUrl': 'https://music.apple.com/us/album/day-1-cold-wind-var-1/1451626902?i=1451627426&uo=4', 'previewUrl': 'https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/1d/cb/68/1dcb686a-3b3c-f62d-1011-04791c7197ed/mzaf_13972263000896280079.plus.aac.p.m4a', 'artworkUrl30': 'https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/0f/c2/ed/0fc2ede6-21a2-f027-4897-d2b0421511d6/19UMGIM03423.rgb.jpg/30x30bb.jpg', 'artworkUrl60': 'https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/0f/c2/ed/0fc2ede6-21a2-f027-4897-d2b0421511d6/19UMGIM03423.rgb.jpg/60x60bb.jpg', 'artworkUrl100': 'https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/0f/c2/ed/0fc2ede6-21a2-f027-4897-d2b0421511d6/19UMGIM03423.rgb.jpg/100x100bb.jpg', 'collectionPrice': 11.99, 'trackPrice': 1.29, 'releaseDate': '2019-03-15T12:00:00Z', 'collectionExplicitness': 'notExplicit', 'trackExplicitness': 'notExplicit', 'discCount': 1, 'discNumber': 1, 'trackCount': 11, 'trackNumber': 5, 'trackTimeMillis': 239756, 'country': 'USA', 'currency': 'USD', 'primaryGenreName': 'Classical', 'isStreamable': True}
14|106|{'wrapperType': 'track', 'kind': 'song', 'artistId': 7420827, 'collectionId': 1440772612, 'trackId': 1440772630, 'artistName': 'Ludovico Einaudi', 'collectionName': 'In a Time Lapse', 'trackName': 'Corale', 'collectionCensoredName': 'In a Time Lapse', 'trackCensoredName': 'Corale', 'artistViewUrl': 'https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4', 'collectionViewUrl': 'https://music.apple.com/us/album/corale/1440772612?i=1440772630&uo=4', 'trackViewUrl': 'https://music.apple.com/us/album/corale/1440772612?i=1440772630&uo=4', 'previewUrl': 'https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/2b/8f/d0/2b8fd058-f48d-6a78-5522-360585a4faed/mzaf_2360659983200929490.plus.aac.p.m4a', 'artworkUrl30': 'https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/13/fd/7b/13fd7bfd-125a-4493-dc85-96aef9c25562/12UMGIM65023.rgb.jpg/30x30bb.jpg', 'artworkUrl60': 'https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/13/fd/7b/13fd7bfd-125a-4493-dc85-96aef9c25562/12UMGIM65023.rgb.jpg/60x60bb.jpg', 'artworkUrl100': 'https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/13/fd/7b/13fd7bfd-125a-4493-dc85-96aef9c25562/12UMGIM65023.rgb.jpg/100x100bb.jpg', 'collectionPrice': 11.99, 'trackPrice': 1.29, 'releaseDate': '2013-01-01T12:00:00Z', 'collectionExplicitness': 'notExplicit', 'trackExplicitness': 'notExplicit', 'discCount': 1, 'discNumber': 1, 'trackCount': 19, 'trackNumber': 1, 'trackTimeMillis': 124807, 'country': 'USA', 'currency': 'USD', 'primaryGenreName': 'Classical Crossover', 'isStreamable': True}
15|106|{'wrapperType': 'track', 'kind': 'song', 'artistId': 7420827, 'collectionId': 1440772612, 'trackId': 1440772719, 'artistName': 'Ludovico Einaudi', 'collectionName': 'In a Time Lapse', 'trackName': 'Brothers', 'collectionCensoredName': 'In a Time Lapse', 'trackCensoredName': 'Brothers', 'artistViewUrl': 'https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4', 'collectionViewUrl': 'https://music.apple.com/us/album/brothers/1440772612?i=1440772719&uo=4', 'trackViewUrl': 'https://music.apple.com/us/album/brothers/1440772612?i=1440772719&uo=4', 'previewUrl': 'https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/d6/68/8d/d6688d49-ddf5-ac09-b140-cd3cad4b0a0c/mzaf_16158027764729521204.plus.aac.p.m4a', 'artworkUrl30': 'https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/13/fd/7b/13fd7bfd-125a-4493-dc85-96aef9c25562/12UMGIM65023.rgb.jpg/30x30bb.jpg', 'artworkUrl60': 'https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/13/fd/7b/13fd7bfd-125a-4493-dc85-96aef9c25562/12UMGIM65023.rgb.jpg/60x60bb.jpg', 'artworkUrl100': 'https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/13/fd/7b/13fd7bfd-125a-4493-dc85-96aef9c25562/12UMGIM65023.rgb.jpg/100x100bb.jpg', 'collectionPrice': 11.99, 'trackPrice': 1.29, 'releaseDate': '2013-01-01T12:00:00Z', 'collectionExplicitness': 'notExplicit', 'trackExplicitness': 'notExplicit', 'discCount': 1, 'discNumber': 1, 'trackCount': 19, 'trackNumber': 7, 'trackTimeMillis': 291332, 'country': 'USA', 'currency': 'USD', 'primaryGenreName': 'Classical Crossover', 'isStreamable': True}
16|106|{'wrapperType': 'track', 'kind': 'song', 'artistId': 7420827, 'collectionId': 1440772612, 'trackId': 1440772879, 'artistName': 'Ludovico Einaudi', 'collectionName': 'In a Time Lapse', 'trackName': 'The Dark Bank of Clouds', 'collectionCensoredName': 'In a Time Lapse', 'trackCensoredName': 'The Dark Bank of Clouds', 'artistViewUrl': 'https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4', 'collectionViewUrl': 'https://music.apple.com/us/album/the-dark-bank-of-clouds/1440772612?i=1440772879&uo=4', 'trackViewUrl': 'https://music.apple.com/us/album/the-dark-bank-of-clouds/1440772612?i=1440772879&uo=4', 'previewUrl': 'https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/8c/ef/e0/8cefe028-4640-5714-cc9c-54645ef0510d/mzaf_12993791411078993447.plus.aac.p.m4a', 'artworkUrl30': 'https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/13/fd/7b/13fd7bfd-125a-4493-dc85-96aef9c25562/12UMGIM65023.rgb.jpg/30x30bb.jpg', 'artworkUrl60': 'https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/13/fd/7b/13fd7bfd-125a-4493-dc85-96aef9c25562/12UMGIM65023.rgb.jpg/60x60bb.jpg', 'artworkUrl100': 'https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/13/fd/7b/13fd7bfd-125a-4493-dc85-96aef9c25562/12UMGIM65023.rgb.jpg/100x100bb.jpg', 'collectionPrice': 11.99, 'trackPrice': 1.29, 'releaseDate': '2013-01-01T12:00:00Z', 'collectionExplicitness': 'notExplicit', 'trackExplicitness': 'notExplicit', 'discCount': 1, 'discNumber': 1, 'trackCount': 19, 'trackNumber': 16, 'trackTimeMillis': 191190, 'country': 'USA', 'currency': 'USD', 'primaryGenreName': 'Classical Crossover', 'isStreamable': True}
17|106|{'wrapperType': 'track', 'kind': 'song', 'artistId': 7420827, 'collectionId': 1440772612, 'trackId': 1440772729, 'artistName': 'Ludovico Einaudi', 'collectionName': 'In a Time Lapse', 'trackName': 'Two Trees', 'collectionCensoredName': 'In a Time Lapse', 'trackCensoredName': 'Two Trees', 'artistViewUrl': 'https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4', 'collectionViewUrl': 'https://music.apple.com/us/album/two-trees/1440772612?i=1440772729&uo=4', 'trackViewUrl': 'https://music.apple.com/us/album/two-trees/1440772612?i=1440772729&uo=4', 'previewUrl': 'https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/c8/d8/c1/c8d8c17f-eee4-b6b8-f097-77e4edd9d869/mzaf_1269713559301481045.plus.aac.p.m4a', 'artworkUrl30': 'https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/13/fd/7b/13fd7bfd-125a-4493-dc85-96aef9c25562/12UMGIM65023.rgb.jpg/30x30bb.jpg', 'artworkUrl60': 'https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/13/fd/7b/13fd7bfd-125a-4493-dc85-96aef9c25562/12UMGIM65023.rgb.jpg/60x60bb.jpg', 'artworkUrl100': 'https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/13/fd/7b/13fd7bfd-125a-4493-dc85-96aef9c25562/12UMGIM65023.rgb.jpg/100x100bb.jpg', 'collectionPrice': 11.99, 'trackPrice': 1.29, 'releaseDate': '2013-01-01T12:00:00Z', 'collectionExplicitness': 'notExplicit', 'trackExplicitness': 'notExplicit', 'discCount': 1, 'discNumber': 1, 'trackCount': 19, 'trackNumber': 9, 'trackTimeMillis': 385937, 'country': 'USA', 'currency': 'USD', 'primaryGenreName': 'Classical Crossover', 'isStreamable': True}
18|106|{'wrapperType': 'track', 'kind': 'song', 'artistId': 7420827, 'collectionId': 1440772612, 'trackId': 1440772872, 'artistName': 'Ludovico Einaudi', 'collectionName': 'In a Time Lapse', 'trackName': 'Bever', 'collectionCensoredName': 'In a Time Lapse', 'trackCensoredName': 'Bever', 'artistViewUrl': 'https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4', 'collectionViewUrl': 'https://music.apple.com/us/album/bever/1440772612?i=1440772872&uo=4', 'trackViewUrl': 'https://music.apple.com/us/album/bever/1440772612?i=1440772872&uo=4', 'previewUrl': 'https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/37/5d/eb/375deba4-490a-f29e-d280-6003fe0fd2df/mzaf_4141933804253869544.plus.aac.p.m4a', 'artworkUrl30': 'https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/13/fd/7b/13fd7bfd-125a-4493-dc85-96aef9c25562/12UMGIM65023.rgb.jpg/30x30bb.jpg', 'artworkUrl60': 'https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/13/fd/7b/13fd7bfd-125a-4493-dc85-96aef9c25562/12UMGIM65023.rgb.jpg/60x60bb.jpg', 'artworkUrl100': 'https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/13/fd/7b/13fd7bfd-125a-4493-dc85-96aef9c25562/12UMGIM65023.rgb.jpg/100x100bb.jpg', 'collectionPrice': 11.99, 'trackPrice': 1.29, 'releaseDate': '2013-01-01T12:00:00Z', 'collectionExplicitness': 'notExplicit', 'trackExplicitness': 'notExplicit', 'discCount': 1, 'discNumber': 1, 'trackCount': 19, 'trackNumber': 15, 'trackTimeMillis': 241232, 'country': 'USA', 'currency': 'USD', 'primaryGenreName': 'Classical Crossover', 'isStreamable': True}
19|106|"{'wrapperType': 'track', 'kind': 'song', 'artistId': 7420827, 'collectionId': 1440772612, 'trackId': 1440772889, 'artistName': 'Ludovico Einaudi', 'collectionName': 'In a Time Lapse', 'trackName': ""Ronald's Dream"", 'collectionCensoredName': 'In a Time Lapse', 'trackCensoredName': ""Ronald's Dream"", 'artistViewUrl': 'https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4', 'collectionViewUrl': 'https://music.apple.com/us/album/ronalds-dream/1440772612?i=1440772889&uo=4', 'trackViewUrl': 'https://music.apple.com/us/album/ronalds-dream/1440772612?i=1440772889&uo=4', 'previewUrl': 'https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/19/a7/5a/19a75ab4-b5d1-9fb8-a882-0f727ee7e2fa/mzaf_11614836528372045216.plus.aac.p.m4a', 'artworkUrl30': 'https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/13/fd/7b/13fd7bfd-125a-4493-dc85-96aef9c25562/12UMGIM65023.rgb.jpg/30x30bb.jpg', 'artworkUrl60': 'https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/13/fd/7b/13fd7bfd-125a-4493-dc85-96aef9c25562/12UMGIM65023.rgb.jpg/60x60bb.jpg', 'artworkUrl100': 'https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/13/fd/7b/13fd7bfd-125a-4493-dc85-96aef9c25562/12UMGIM65023.rgb.jpg/100x100bb.jpg', 'collectionPrice': 11.99, 'trackPrice': 1.29, 'releaseDate': '2013-01-01T12:00:00Z', 'collectionExplicitness': 'notExplicit', 'trackExplicitness': 'notExplicit', 'discCount': 1, 'discNumber': 1, 'trackCount': 19, 'trackNumber': 18, 'trackTimeMillis': 225526, 'country': 'USA', 'currency': 'USD', 'primaryGenreName': 'Classical Crossover', 'isStreamable': True}"
20|106|{'wrapperType': 'track', 'kind': 'song', 'artistId': 7420827, 'collectionId': 1451626902, 'trackId': 1451627427, 'artistName': 'Ludovico Einaudi, Federico Mecozzi & Redi Hasa', 'collectionName': 'Seven Days Walking: Day 1', 'trackName': 'Day 1: Golden Butterflies', 'collectionCensoredName': 'Seven Days Walking: Day 1', 'trackCensoredName': 'Day 1: Golden Butterflies', 'collectionArtistName': 'Ludovico Einaudi', 'artistViewUrl': 'https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4', 'collectionViewUrl': 'https://music.apple.com/us/album/day-1-golden-butterflies/1451626902?i=1451627427&uo=4', 'trackViewUrl': 'https://music.apple.com/us/album/day-1-golden-butterflies/1451626902?i=1451627427&uo=4', 'previewUrl': 'https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/f6/5f/05/f65f0511-9dc7-132c-8746-454fbf4526bd/mzaf_7595243378933760195.plus.aac.p.m4a', 'artworkUrl30': 'https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/0f/c2/ed/0fc2ede6-21a2-f027-4897-d2b0421511d6/19UMGIM03423.rgb.jpg/30x30bb.jpg', 'artworkUrl60': 'https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/0f/c2/ed/0fc2ede6-21a2-f027-4897-d2b0421511d6/19UMGIM03423.rgb.jpg/60x60bb.jpg', 'artworkUrl100': 'https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/0f/c2/ed/0fc2ede6-21a2-f027-4897-d2b0421511d6/19UMGIM03423.rgb.jpg/100x100bb.jpg', 'collectionPrice': 11.99, 'trackPrice': 1.29, 'releaseDate': '2019-03-15T12:00:00Z', 'collectionExplicitness': 'notExplicit', 'trackExplicitness': 'notExplicit', 'discCount': 1, 'discNumber': 1, 'trackCount': 11, 'trackNumber': 6, 'trackTimeMillis': 353148, 'country': 'USA', 'currency': 'USD', 'primaryGenreName': 'Classical', 'isStreamable': True}
21|106|{'wrapperType': 'track', 'kind': 'song', 'artistId': 7420827, 'collectionId': 1440772612, 'trackId': 1440772712, 'artistName': 'Ludovico Einaudi', 'collectionName': 'In a Time Lapse', 'trackName': 'Discovery At Night', 'collectionCensoredName': 'In a Time Lapse', 'trackCensoredName': 'Discovery At Night', 'artistViewUrl': 'https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4', 'collectionViewUrl': 'https://music.apple.com/us/album/discovery-at-night/1440772612?i=1440772712&uo=4', 'trackViewUrl': 'https://music.apple.com/us/album/discovery-at-night/1440772612?i=1440772712&uo=4', 'previewUrl': 'https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/d8/b7/37/d8b73769-5fd5-ca93-d520-30850476e9d0/mzaf_775715396845209965.plus.aac.p.m4a', 'artworkUrl30': 'https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/13/fd/7b/13fd7bfd-125a-4493-dc85-96aef9c25562/12UMGIM65023.rgb.jpg/30x30bb.jpg', 'artworkUrl60': 'https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/13/fd/7b/13fd7bfd-125a-4493-dc85-96aef9c25562/12UMGIM65023.rgb.jpg/60x60bb.jpg', 'artworkUrl100': 'https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/13/fd/7b/13fd7bfd-125a-4493-dc85-96aef9c25562/12UMGIM65023.rgb.jpg/100x100bb.jpg', 'collectionPrice': 11.99, 'trackPrice': 1.29, 'releaseDate': '2013-01-01T12:00:00Z', 'collectionExplicitness': 'notExplicit', 'trackExplicitness': 'notExplicit', 'discCount': 1, 'discNumber': 1, 'trackCount': 19, 'trackNumber': 5, 'trackTimeMillis': 265624, 'country': 'USA', 'currency': 'USD', 'primaryGenreName': 'Classical Crossover', 'isStreamable': True}
22|106|{'wrapperType': 'track', 'kind': 'song', 'artistId': 7420827, 'collectionId': 1451626902, 'trackId': 1451627429, 'artistName': 'Ludovico Einaudi & Redi Hasa', 'collectionName': 'Seven Days Walking: Day 1', 'trackName': 'Day 1: A Sense of Symmetry', 'collectionCensoredName': 'Seven Days Walking: Day 1', 'trackCensoredName': 'Day 1: A Sense of Symmetry', 'collectionArtistName': 'Ludovico Einaudi', 'artistViewUrl': 'https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4', 'collectionViewUrl': 'https://music.apple.com/us/album/day-1-a-sense-of-symmetry/1451626902?i=1451627429&uo=4', 'trackViewUrl': 'https://music.apple.com/us/album/day-1-a-sense-of-symmetry/1451626902?i=1451627429&uo=4', 'previewUrl': 'https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/c9/46/13/c946135e-40fa-d879-9085-cb66ed1e493e/mzaf_4763620057131004398.plus.aac.p.m4a', 'artworkUrl30': 'https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/0f/c2/ed/0fc2ede6-21a2-f027-4897-d2b0421511d6/19UMGIM03423.rgb.jpg/30x30bb.jpg', 'artworkUrl60': 'https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/0f/c2/ed/0fc2ede6-21a2-f027-4897-d2b0421511d6/19UMGIM03423.rgb.jpg/60x60bb.jpg', 'artworkUrl100': 'https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/0f/c2/ed/0fc2ede6-21a2-f027-4897-d2b0421511d6/19UMGIM03423.rgb.jpg/100x100bb.jpg', 'collectionPrice': 11.99, 'trackPrice': 1.29, 'releaseDate': '2019-03-15T12:00:00Z', 'collectionExplicitness': 'notExplicit', 'trackExplicitness': 'notExplicit', 'discCount': 1, 'discNumber': 1, 'trackCount': 11, 'trackNumber': 8, 'trackTimeMillis': 155066, 'country': 'USA', 'currency': 'USD', 'primaryGenreName': 'Classical', 'isStreamable': True}
23|106|{'wrapperType': 'track', 'kind': 'song', 'artistId': 7420827, 'collectionId': 1451626902, 'trackId': 1451627428, 'artistName': 'Ludovico Einaudi, Federico Mecozzi & Redi Hasa', 'collectionName': 'Seven Days Walking: Day 1', 'trackName': 'Day 1: Fox Tracks', 'collectionCensoredName': 'Seven Days Walking: Day 1', 'trackCensoredName': 'Day 1: Fox Tracks', 'collectionArtistName': 'Ludovico Einaudi', 'artistViewUrl': 'https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4', 'collectionViewUrl': 'https://music.apple.com/us/album/day-1-fox-tracks/1451626902?i=1451627428&uo=4', 'trackViewUrl': 'https://music.apple.com/us/album/day-1-fox-tracks/1451626902?i=1451627428&uo=4', 'previewUrl': 'https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/b3/2e/64/b32e6420-0cc8-26b4-59c5-d0a23cc37031/mzaf_749816722669741990.plus.aac.p.m4a', 'artworkUrl30': 'https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/0f/c2/ed/0fc2ede6-21a2-f027-4897-d2b0421511d6/19UMGIM03423.rgb.jpg/30x30bb.jpg', 'artworkUrl60': 'https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/0f/c2/ed/0fc2ede6-21a2-f027-4897-d2b0421511d6/19UMGIM03423.rgb.jpg/60x60bb.jpg', 'artworkUrl100': 'https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/0f/c2/ed/0fc2ede6-21a2-f027-4897-d2b0421511d6/19UMGIM03423.rgb.jpg/100x100bb.jpg', 'collectionPrice': 11.99, 'trackPrice': 1.29, 'releaseDate': '2019-03-15T12:00:00Z', 'collectionExplicitness': 'notExplicit', 'trackExplicitness': 'notExplicit', 'discCount': 1, 'discNumber': 1, 'trackCount': 11, 'trackNumber': 7, 'trackTimeMillis': 218263, 'country': 'USA', 'currency': 'USD', 'primaryGenreName': 'Classical', 'isStreamable': True}
24|106|{'wrapperType': 'track', 'kind': 'song', 'artistId': 7420827, 'collectionId': 1451626902, 'trackId': 1451627438, 'artistName': 'Ludovico Einaudi, Federico Mecozzi & Redi Hasa', 'collectionName': 'Seven Days Walking: Day 1', 'trackName': 'Day 1: Low Mist Var. 2', 'collectionCensoredName': 'Seven Days Walking: Day 1', 'trackCensoredName': 'Day 1: Low Mist Var. 2', 'collectionArtistName': 'Ludovico Einaudi', 'artistViewUrl': 'https://music.apple.com/us/artist/ludovico-einaudi/7420827?uo=4', 'collectionViewUrl': 'https://music.apple.com/us/album/day-1-low-mist-var-2/1451626902?i=1451627438&uo=4', 'trackViewUrl': 'https://music.apple.com/us/album/day-1-low-mist-var-2/1451626902?i=1451627438&uo=4', 'previewUrl': 'https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/6f/be/48/6fbe4878-9225-67b4-92ae-8abcf252896f/mzaf_4311228581448172118.plus.aac.p.m4a', 'artworkUrl30': 'https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/0f/c2/ed/0fc2ede6-21a2-f027-4897-d2b0421511d6/19UMGIM03423.rgb.jpg/30x30bb.jpg', 'artworkUrl60': 'https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/0f/c2/ed/0fc2ede6-21a2-f027-4897-d2b0421511d6/19UMGIM03423.rgb.jpg/60x60bb.jpg', 'artworkUrl100': 'https://is1-ssl.mzstatic.com/image/thumb/Music125/v4/0f/c2/ed/0fc2ede6-21a2-f027-4897-d2b0421511d6/19UMGIM03423.rgb.jpg/100x100bb.jpg', 'collectionPrice': 11.99, 'trackPrice': 1.29, 'releaseDate': '2019-03-15T12:00:00Z', 'collectionExplicitness': 'notExplicit', 'trackExplicitness': 'notExplicit', 'discCount': 1, 'discNumber': 1, 'trackCount': 11, 'trackNumber': 11, 'trackTimeMillis': 343479, 'country': 'USA', 'currency': 'USD', 'primaryGenreName': 'Classical', 'isStreamable': True}
